,id,symbol,name,image,current_price,market_cap,fully_diluted_valuation,total_volume,circulating_supply,total_supply,max_supply,ath,to_ATH_pct,Price_Change_24h,Price_Change_7d,Price_Change_30d,Price_Change_200d,Price_Change_1Y,market_cap_dominance,volume_dominance,mcap_vol_ratio,mcap_circ_ratio,id_protocols,name_protocols,symbol_protocols,gecko_id,chain,category,slug,tvl,change_1h,change_1d,change_7d,gecko_id_chains,tvl_chains,tokenSymbol,cmcId,name_chains,chainId,mcap_tvl_ratio_dapp,mcap_tvl_ratio_chain
398,ultra,uos,Ultra,https://assets.coingecko.com/coins/images/4480/large/Ultra.png?1563356418,0.1979,53.5,197.86,1.6,270391922.24,1000000000.0,1000000000.0,2.49,-92.04,1.03,-1.82,-24.84,-7.45,-49.23,0.0,0.0,33.44,0.27,,,,,,,,,,,,ultra,6.7,UOS,4189,Ultra,,,7.99
399,funfair,fun,FUNToken,https://assets.coingecko.com/coins/images/761/large/FUN.png?1678773913,0.005037,53.37,,0.22,10598879189.27,10999873621.0,,0.191066,-97.36,-1.45,-2.36,-15.18,-26.43,-45.07,0.0,0.0,242.59,0.96,,,,,,,,,,,,,,,,,,,
400,wazirx,wrx,WazirX,https://assets.coingecko.com/coins/images/10547/large/WazirX.png?1580834330,0.116,52.96,,0.72,456517027.33,1000000000.0,,5.88,-98.03,-4.21,-4.6,-27.14,-22.47,-56.15,0.0,0.0,73.56,0.46,,,,,,,,,,,,,,,,,,,
401,vitadao,vita,VitaDAO,https://assets.coingecko.com/coins/images/16580/large/QmRjwywiAfpzSfQTuWM3zCTghSHN7G6ohQaar7Ht6WANUp.png?1624506420,2.22,52.93,142.9,0.17,23817382.04,25719552.0,64298880.0,4.34,-48.83,1.82,17.85,28.56,160.98,73.21,0.0,0.0,311.35,0.93,,,,,,,,,,,,,,,,,,,
402,dodo,dodo,DODO,https://assets.coingecko.com/coins/images/12651/large/dodo_logo.png?1601433025,0.1258,52.61,125.88,7.25,417972417.16,1000000000.0,1000000000.0,8.38,-98.5,-5.27,-2.27,-16.62,22.63,-25.17,0.0,0.01,7.26,0.42,146,DODO,DODO,dodo,Multi-Chain,Dexes,dodo,41.34,-0.14792037302855476,-1.4673211168657616,-1.1801957050030154,,,,,,,1.27,
403,solo-coin,solo,Sologenic,https://assets.coingecko.com/coins/images/10771/large/solo.png?1639914533,0.131,52.21,52.31,0.87,399198717.0,399198717.0,400000000.0,6.55,-98.0,-1.79,-10.24,-1.44,-41.11,-54.38,0.0,0.0,60.01,1.0,,,,,,,,,,,,,,,,,,,
404,chainge-finance,chng,Chainge Finance,https://assets.coingecko.com/coins/images/16526/large/symbol-only-on-dark.png?1636532794,0.1183,52.16,96.54,0.48,440142283.63,716725414.0,814670050.0,0.20194,-41.35,0.09,8.84,3.52,182.75,149.71,0.0,0.0,108.67,0.61,704,Chainge Finance,CHNG,chainge-finance,Fusion,Dexes,chainge-finance,171.46,-0.22135198593232985,-0.3524735932048202,1.0196801344886808,,,,,,,0.3,
405,dextools,dext,DexTools,https://assets.coingecko.com/coins/images/11603/large/dext.png?1605790188,0.5238,51.82,73.73,0.77,98791560.72,140551255.0,140551255.0,0.940315,-44.21,-5.11,-4.55,10.69,390.19,194.43,0.0,0.0,67.3,0.7,,,,,,,,,,,,,,,,,,,
406,augur,rep,Augur,https://assets.coingecko.com/coins/images/309/large/REP.png?1596339859,6.48,51.57,51.57,0.98,7966494.79,7966494.79,7966494.79,341.85,-98.11,-2.15,-2.29,-12.02,21.38,-41.31,0.0,0.0,52.62,1.0,152,Augur,REP,augur,Ethereum,Prediction Market,augur,1.51,-0.09814938929075367,-2.252487676548455,2.7221068802971473,,,,,,,34.15,
407,kripto,kripto,Kripto,https://assets.coingecko.com/coins/images/25637/large/kripto_token.png?1652941467,0.000514,51.56,51.56,0.1,100000000000.0,100000000000.0,100000000000.0,0.00496371,-88.98,38.95,57.92,73.79,4.3,-79.91,0.0,0.0,515.6,1.0,,,,,,,,,,,,,,,,,,,
408,maple,mpl,Maple,https://assets.coingecko.com/coins/images/14097/large/Maple_Logo_Mark_Maple_Orange.png?1653381382,6.48,51.44,64.69,0.4,7951033.21,10000000.0,10000000.0,68.2,-90.51,-1.49,-10.22,-5.58,-19.22,-73.44,0.0,0.0,128.6,0.8,587,Maple,MPL,maple,Multi-Chain,Uncollateralized Lending,maple,4.97,0.1794025679647575,-0.11617754385360968,34.33519955660998,,,,,,,10.35,
409,bolide,blid,Bolide,https://assets.coingecko.com/coins/images/25548/large/BLID_token_logo_200x200.png?1652334831,0.0245,51.36,245.21,0.08,2094543895.58,9989820984.01,10000000000.0,0.100051,-75.43,-1.34,-5.89,-1.8,3.59,12.35,0.0,0.0,642.0,0.21,1636,Bolide,BLID,bolide,Multi-Chain,Yield Aggregator,bolide,7.47,-0.03563355866972984,-0.7596107052387708,28.577857880500005,,,,,,,6.88,
410,euro-coin,euroc,Euro Coin,https://assets.coingecko.com/coins/images/26045/large/euro-coin.png?1655394420,1.07,51.32,51.32,3.58,48158521.05,48158521.05,,1.35,-21.14,-0.75,-0.86,-3.16,3.01,,0.0,0.01,14.34,1.0,,,,,,,,,,,,,,,,,,,
411,pocket-network,pokt,Pocket Network,https://assets.coingecko.com/coins/images/22506/large/33689860.png?1641957673,0.0336,51.25,54.2,0.09,1525590416.87,1613508031.12,,3.11,-98.92,-4.23,-10.95,-8.34,-36.85,-82.0,0.0,0.0,569.44,0.95,,,,,,,,,,,,,,,,,,,
412,temple,temple,TempleDAO,https://assets.coingecko.com/coins/images/20040/large/LPK15ZOW_400x400.jpg?1636425070,1.01,51.14,173.64,0.28,50497251.52,171452421.52,171452421.52,3.35,-69.76,0.14,1.1,1.13,4.79,48.67,0.0,0.0,182.64,0.29,,,,,,,,,,,,,,,,,,,
413,raydium,ray,Raydium,https://assets.coingecko.com/coins/images/13928/large/PSigc4ie_400x400.jpg?1612875614,0.2394,50.37,133.76,35.36,209001997.3,555000000.0,555000000.0,16.83,-98.58,21.05,20.68,3.14,-15.19,-76.49,0.0,0.06,1.42,0.38,214,Raydium,RAY,raydium,Solana,Dexes,raydium,30.07,2.555684027188903,2.5282386665748504,4.044873903161104,,,,,,,1.68,
414,koda-finance,koda,Koda Cryptocurrency,https://assets.coingecko.com/coins/images/15577/large/koda.png?1639224696,1.6e-05,50.21,41.75,0.0,0.0,33000000000.0,33000000000.0,0.00223929,-99.28,-2.09,10.16,-34.44,-61.71,-95.02,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
415,xyo-network,xyo,XYO Network,https://assets.coingecko.com/coins/images/4519/large/XYO_Network-logo.png?1547039819,0.00394,49.69,54.83,0.25,12625124968.4,13931216938.01,13931216938.01,0.081391,-95.16,-2.47,-3.23,-13.11,-15.41,-59.96,0.0,0.0,198.76,0.91,,,,,,,,,,,,,,,,,,,
416,aura-finance,aura,Aura Finance,https://assets.coingecko.com/coins/images/25942/large/logo.png?1654784187,1.78,49.68,177.8,0.38,27941938.17,61433265.69,100000000.0,4.05,-55.91,-4.01,-4.6,-17.94,-14.65,,0.0,0.0,130.74,0.45,1918,Aura,AURA,aura-finance,Ethereum,Yield,aura,531.8,-0.05459175573315633,-2.50543599465918,0.5744924915020562,,,,,,,0.09,
417,asd,asd,AscendEx,https://assets.coingecko.com/coins/images/5003/large/bitmax.png?1621310871,0.0674,49.55,,4.02,742983477.86,742983477.86,,3.26,-97.95,-0.44,-8.88,-39.34,17.19,-54.12,0.0,0.01,12.33,1.0,,,,,,,,,,,,,,,,,,,
418,bob,bob,BOB,https://assets.coingecko.com/coins/images/27266/large/Bob-logo.png?1663073030,1.0,49.44,,2.95,49500250.95,,,1.051,-4.73,-0.07,-0.11,-0.06,0.08,,0.0,0.01,16.76,,,,,,,,,,,,,,,,,,,,
419,verasity,vra,Verasity,https://assets.coingecko.com/coins/images/14025/large/VRA.jpg?1613797653,0.004824,49.41,529.09,8.8,10305680354.0,110305680354.0,110356466695.0,0.086208,-94.42,-7.87,8.96,-18.06,55.15,-39.61,0.0,0.02,5.61,0.09,,,,,,,,,,,,,,,,,,,
420,reef,reef,Reef,https://assets.coingecko.com/coins/images/13504/large/Group_10572.png?1610534130,0.002152,49.07,49.07,13.71,22821409581.0,22821409581.0,,0.05746,-96.25,-4.4,-2.32,-18.72,-37.01,-50.76,0.0,0.03,3.58,1.0,,,,,,,,,,,,,,,,,,,
421,aavegotchi,ghst,Aavegotchi,https://assets.coingecko.com/coins/images/12467/large/ghst_200.png?1600750321,0.95,48.8,50.32,1.12,51157239.21,52747802.71,52747802.71,3.08,-69.07,-3.67,1.63,-12.95,-8.73,-36.88,0.0,0.0,43.57,0.97,673,Aavegotchi,GHST,aavegotchi,Multi-Chain,Gaming,aavegotchi,0.82,0.02262991602049169,-8.946540516376047,-7.68250298329248,,,,,,,59.51,
422,origin-protocol,ogn,Origin Protocol,https://assets.coingecko.com/coins/images/3296/large/op.jpg?1547037878,0.0955,48.04,95.56,4.95,502728259.0,1000000000.0,1000000000.0,3.35,-97.15,-3.03,4.83,-13.19,-8.01,-63.94,0.0,0.01,9.71,0.5,,,,,,,,,,,,,,,,,,,
423,radio-caca,raca,Radio Caca,https://assets.coingecko.com/coins/images/17841/large/ez44_BSs_400x400.jpg?1629464170,0.000144,48.04,71.77,2.2,334651566603.97,431418233270.64,500000000000.0,0.01191986,-98.8,-3.09,-6.46,-22.88,-32.27,-72.71,0.0,0.0,21.84,0.78,,,,,,,,,,,,,,,,,,,
424,kilt-protocol,kilt,KILT Protocol,https://assets.coingecko.com/coins/images/20861/large/kilt.png?1637893150,0.3963,47.73,115.18,0.1,120417451.74,158933386.55,290560000.0,9.8,-95.95,-2.9,19.33,23.95,-14.2,-50.65,0.0,0.0,477.3,0.76,,,,,,,,,,,,,,,,,,,
425,bella-protocol,bel,Bella Protocol,https://assets.coingecko.com/coins/images/12478/large/Bella.png?1602230054,0.7951,47.73,80.22,11.7,59500000.0,100000000.0,100000000.0,9.99,-91.96,-5.91,7.53,7.84,100.35,-11.91,0.0,0.02,4.08,0.6,200,Bella Protocol,BEL,bella-protocol,Ethereum,Yield,bella-protocol,14.52,-0.21843348388101447,-1.8600526633029517,3.896738548215751,,,,,,,3.29,
426,seedify-fund,sfund,Seedify.fund,https://assets.coingecko.com/coins/images/14614/large/Favicon_Icon.png?1632121435,0.97,47.55,,0.93,49085041.94,100000000.0,,16.79,-94.23,-2.74,-5.9,-30.92,-21.82,-39.29,0.0,0.0,51.13,0.49,1511,Seedify,SFUND,seedify-fund,Binance,Launchpad,seedify,0.0,,,,,,,,,,,
427,automata,ata,Automata,https://assets.coingecko.com/coins/images/15985/large/ATA.jpg?1622535745,0.1193,47.44,119.26,1.52,397819772.64,1000000000.0,1000000000.0,2.36,-94.95,-2.47,-3.61,-21.0,4.05,-32.07,0.0,0.0,31.21,0.4,,,,,,,,,,,,,,,,,,,
428,aergo,aergo,Aergo,https://assets.coingecko.com/coins/images/4490/large/aergo.png?1647696770,0.1083,47.02,54.05,2.31,434999999.76,500000000.0,500000000.0,0.572482,-81.12,-4.1,-4.77,-13.35,-2.33,-30.0,0.0,0.0,20.35,0.87,,,,,,,,,,,,,,,,,,,
429,nusd,susd,sUSD,https://assets.coingecko.com/coins/images/5013/large/sUSD.png?1616150765,1.0,46.87,46.87,2.36,46848378.15,46842307.27,46848378.15,2.45,-59.24,-0.27,-0.15,0.12,-0.46,-0.3,0.0,0.0,19.86,1.0,,,,,,,,,,,,,,,,,,,
430,rally-2,rly,Rally,https://assets.coingecko.com/coins/images/12843/large/image.png?1611212077,0.009449,46.84,140.88,2.23,4986991232.43,15000000000.0,15000000000.0,1.4,-99.32,10.31,14.89,-2.77,-13.79,-84.75,0.0,0.0,21.0,0.33,,,,,,,,,,,,,,,,,,,
431,alex-b20,$b20,ALEX $B20,https://assets.coingecko.com/coins/images/30430/large/B20_Token_round-2.png?1684462416,2.22,46.7,46.7,0.04,21000000.0,21000000.0,21000000.0,5.39,-59.45,-4.23,19.21,,,,0.0,0.0,1167.5,1.0,,,,,,,,,,,,,,,,,,,
432,storm,stmx,StormX,https://assets.coingecko.com/coins/images/1369/large/StormX.png?1603113002,0.004233,46.63,52.99,1.99,11000000000.0,12500000000.0,12500000000.0,0.165032,-97.43,-3.46,-2.49,-20.99,-14.22,-56.96,0.0,0.0,23.43,0.88,,,,,,,,,,,,,,,,,,,
433,dejitaru-tsuka,tsuka,Dejitaru Tsuka,https://assets.coingecko.com/coins/images/26405/large/Tsuka_200x200.png?1657923568,0.0464,46.41,46.41,1.31,1000000000.0,1000000000.0,1000000000.0,0.15717,-70.38,-5.23,3.84,18.16,18.63,,0.0,0.0,35.43,1.0,,,,,,,,,,,,,,,,,,,
434,badger-dao,badger,Badger DAO,https://assets.coingecko.com/coins/images/13287/large/badger_dao_logo.jpg?1607054976,2.38,46.29,50.35,2.02,19303804.71,21000000.0,21000000.0,89.08,-97.31,-4.86,-2.81,-12.09,-5.08,-61.14,0.0,0.0,22.92,0.92,173,Badger DAO,BADGER,badger-dao,Multi-Chain,Yield Aggregator,badger-dao,39.36,-0.20249347978470666,-2.9833706332839256,-0.4412719710803543,,,,,,,1.18,
435,pirate-chain,arrr,Pirate Chain,https://assets.coingecko.com/coins/images/6905/large/Pirate_Chain.png?1560913844,0.235,46.09,,0.08,196213797.97,200000000.0,,16.76,-98.6,-0.73,-16.27,-28.58,-34.85,-66.04,0.0,0.0,576.12,0.98,,,,,,,,,,,,,,,,,,,
436,sx-network,sx,SX Network,https://assets.coingecko.com/coins/images/13779/large/sx.png?1636034699,0.104,45.98,103.74,0.21,443200000.0,1000000000.0,1000000000.0,0.988804,-89.5,-0.54,-0.71,-4.72,-48.47,-61.42,0.0,0.0,218.95,0.44,,,,,,,,,,,,sx-network,3.22,SX,8377,SXnetwork,,,14.28
437,dfuk,dfuk,DFUK,missing_large.png,2.19,45.96,45.96,0.0,21000000.0,21000000.0,21000000.0,2.2,-0.33,,0.0,,,,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,
438,arbdoge-ai,aidoge,ArbDoge AI,https://assets.coingecko.com/coins/images/29852/large/photo_2023-04-18_14-25-28.jpg?1681799160,0.0,45.84,56.84,10.19,1.69356141382773e+17,1.69356243969272e+17,2.1e+17,1.118e-09,-75.77,-7.4,-7.2,-68.33,,,0.0,0.02,4.5,1.0,,,,,,,,,,,,,,,,,,,
439,rook,rook,Rook,https://assets.coingecko.com/coins/images/13005/large/keeper_dao_logo.jpg?1604316506,56.01,45.69,71.06,0.27,815497.58,1268246.19,1268246.19,838.98,-93.33,-2.06,5.07,4.35,270.42,30.91,0.0,0.0,169.22,0.64,155,Rook,ROOK,rook,Ethereum,Dexes,rook,4.62,0.5818065053213388,-5.219223580631223,-0.9525110265920205,,,,,,,9.89,
440,looksrare,looks,LooksRare,https://assets.coingecko.com/coins/images/22173/large/circle-black-256.png?1641173160,0.0834,45.48,83.46,3.53,544846570.0,897194160.0,1000000000.0,7.1,-98.83,-6.51,-3.85,-34.81,-42.21,-84.62,0.0,0.01,12.88,0.61,1229,LooksRare,LOOKS,looksrare,Ethereum,NFT Marketplace,looksrare,0.0,,,,,,,,,,,
441,ark,ark,ARK,https://assets.coingecko.com/coins/images/613/large/ark.png?1547034308,0.2608,45.17,,0.87,173302238.0,,,10.22,-97.45,-3.7,-2.9,-16.55,-6.79,-53.24,0.0,0.0,51.92,,,,,,,,,,,,,,,,,,,,
442,selfkey,key,SelfKey,https://assets.coingecko.com/coins/images/2034/large/selfkey.png?1548608934,0.007526,45.11,,61.92,5999999954.0,5999999954.0,,0.04331005,-82.64,8.27,-0.61,11.1,121.3,87.08,0.0,0.11,0.73,1.0,,,,,,,,,,,,,,,,,,,
443,rss3,rss3,RSS3,https://assets.coingecko.com/coins/images/23575/large/RSS3.png?1644494645,0.1065,44.77,,0.9,419625000.0,1000000000.0,,0.687355,-84.43,-3.53,-4.44,-25.71,-19.64,-27.9,0.0,0.0,49.74,0.42,,,,,,,,,,,,,,,,,,,
444,somesing,ssx,SOMESING Exchange,https://assets.coingecko.com/coins/images/10089/large/ico_ss_4x.png?1670064183,0.016,44.65,96.19,0.27,2785178374.0,5000000000.0,6000000000.0,0.285814,-94.39,-3.06,-2.56,-15.78,1.51,-46.61,0.0,0.0,165.37,0.56,,,,,,,,,,,,,,,,,,,
445,iris-network,iris,IRISnet,https://assets.coingecko.com/coins/images/5135/large/IRIS.png?1557999365,0.029,44.32,,4.06,1528140120.09,1993957077.0,,0.299467,-90.31,-4.82,11.38,5.66,119.81,12.58,0.0,0.01,10.92,0.77,,,,,,,,,,,,,,,,,,,
446,degate,dg,DeGate,https://assets.coingecko.com/coins/images/14415/large/DG_token_brand_web_rgb_blue.png?1669460087,0.1841,44.32,184.12,0.0,240736788.01,1000000000.0,1000000000.0,0.601878,-69.41,0.01,-0.82,-7.41,72.19,39.32,0.0,0.0,,0.24,,,,,,,,,,,,,,,,,,,
447,gmt-token,gmt,Gomining Token,https://assets.coingecko.com/coins/images/15662/large/gmt.png?1640069038,0.1014,44.31,1014.22,0.5,436915240.0,420840343.0,10000000000.0,0.52718,-80.76,-1.26,0.47,3.35,26.21,-42.05,0.0,0.0,88.62,1.04,,,,,,,,,,,,,,,,,,,
448,mcdex,mcb,MUX Protocol,https://assets.coingecko.com/coins/images/11796/large/mux.jpg?1660125796,11.63,44.28,55.93,0.12,3803143.0,4803143.55,4803143.0,68.36,-82.96,-3.79,-13.17,-24.27,172.12,285.81,0.0,0.0,369.0,0.79,2254,MUX Protocol,MCB,mcdex,Multi-Chain,Derivatives,mux-protocol,43.78,0.043399179251224496,-2.071672169262783,-3.383081515011881,,,,,,,1.01,
449,aura-bal,aurabal,Aura BAL,https://assets.coingecko.com/coins/images/26538/large/auraBAL.png?1658721102,14.19,44.12,44.12,0.03,3108938.59,3108938.59,,21.61,-34.26,-3.57,1.39,-6.51,23.06,,0.0,0.0,1470.67,1.0,,,,,,,,,,,,,,,,,,,
450,moonriver,movr,Moonriver,https://assets.coingecko.com/coins/images/17984/large/9285.png?1630028620,6.31,44.09,68.46,1.53,6965759.0,10816051.0,10816051.0,494.26,-98.72,-3.65,-0.89,-15.31,-23.54,-72.52,0.0,0.0,28.82,0.64,,,,,,,,,,,,moonriver,14.81,MOVR,9285,Moonriver,1285,,2.98
451,mimatic,mimatic,MAI,https://assets.coingecko.com/coins/images/15264/large/mimatic-red.png?1620281018,0.99,43.88,303.04,0.58,44314042.99,306073710.96,,1.35,-26.87,-0.18,-0.54,-0.69,0.21,-0.1,0.0,0.0,75.66,0.14,,,,,,,,,,,,,,,,,,,
452,allianceblock-nexera,nxra,AllianceBlock Nexera,https://assets.coingecko.com/coins/images/29181/large/nxra.png?1677148772,0.0591,43.65,50.43,0.3,735760195.19,850000000.0,850000000.0,0.113172,-47.17,-7.96,4.88,-22.98,,,0.0,0.0,145.5,0.87,,,,,,,,,,,,,,,,,,,
453,biswap,bsw,Biswap,https://assets.coingecko.com/coins/images/16845/large/biswap.png?1625388985,0.1166,43.45,81.53,2.85,373032214.0,434661396.0,700000000.0,2.1,-94.43,-3.94,-3.88,-30.0,-40.68,-80.46,0.0,0.01,15.25,0.86,373,BiSwap,BSW,biswap,Binance,Dexes,biswap,178.45,0.022480703677942415,-2.6791613844278857,-1.122964449525412,,,,,,,0.24,
454,axion,axn,Axion,https://assets.coingecko.com/coins/images/13110/large/AXION.png?1634887383,5e-06,43.43,,0.0,0.0,,,0.00075619,-99.39,-0.39,20.64,-10.49,-4.48,-75.95,0.0,0.0,,,1298,Axion,AXN,axion,Polygon,Yield,axion,0.33,-0.06998931741998149,-3.126295845321266,1.2592348372263586,,,,,,,131.61,
455,strike,strk,Strike,https://assets.coingecko.com/coins/images/14607/large/Jw-36llq_400x400.jpg?1617243607,11.55,43.15,75.55,0.78,3735895.77,6540888.0,6540888.0,105.33,-89.03,-3.06,-1.93,-13.0,4.19,-55.23,0.0,0.0,55.32,0.57,589,Strike,STRK,strike,Ethereum,Lending,strike,13.64,-0.06733612783320098,-1.3989217634377695,3.8007543957602365,,,,,,,3.16,
456,moviebloc,mbl,MovieBloc,https://assets.coingecko.com/coins/images/8460/large/MBL_Logo.png?1628258374,0.002656,42.98,79.63,2.78,16192039555.0,30000000000.0,30000000000.0,0.0450322,-94.1,-2.79,-1.92,-15.23,7.73,-51.46,0.0,0.01,15.46,0.54,,,,,,,,,,,,,,,,,,,
457,verus-coin,vrsc,Verus Coin,https://assets.coingecko.com/coins/images/6769/large/Screenshot_33.png?1581942253,0.6185,42.87,,0.01,69350412.81,83540184.0,,3.52,-82.42,-9.09,-12.27,-11.39,84.68,12.99,0.0,0.0,4287.0,0.83,,,,,,,,,,,,,,,,,,,
458,ben-2,ben,Ben,https://assets.coingecko.com/coins/images/30175/large/BEN_COIN.png?1685348255,0.0,42.65,42.65,6.57,420690000000000.0,420690000000000.0,420690000000000.0,2.70425e-07,-62.28,-14.94,-49.53,,,,0.0,0.01,6.49,1.0,,,,,,,,,,,,,,,,,,,
459,flex-usd,flexusd,flexUSD,https://assets.coingecko.com/coins/images/13323/large/flexUSD_2x.png?1607480702,0.217,42.61,,0.0,196350222.54,196350222.54,,1.031,-78.95,-1.79,1.25,1.17,-15.15,-78.37,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,
460,lcx,lcx,LCX,https://assets.coingecko.com/coins/images/9985/large/zRPSu_0o_400x400.jpg?1574327008,0.0548,42.47,,0.5,775032563.66,950000000.0,,0.563966,-90.28,2.02,8.35,-8.68,15.31,-20.16,0.0,0.0,84.94,0.82,,,,,,,,,,,,,,,,,,,
461,chain-2,xcn,Onyxcoin,https://assets.coingecko.com/coins/images/24210/large/onyxlogo.jpg?1675049876,0.001764,42.35,85.61,2.39,23979682136.8,48470523779.0,48470523779.0,0.184139,-99.04,-3.3,-5.29,-32.33,-96.47,-99.0,0.0,0.0,17.72,0.49,,,,,,,,,,,,,,,,,,,
462,storj,storj,Storj,https://assets.coingecko.com/coins/images/949/large/storj.png?1547034811,0.2934,42.19,,7.29,143787438.7,424999998.0,,3.81,-92.29,-5.11,-3.1,-15.22,-6.67,-50.49,0.0,0.01,5.79,0.34,,,,,,,,,,,,,,,,,,,
463,celo-dollar,cusd,Celo Dollar,https://assets.coingecko.com/coins/images/13161/large/icon-celo-dollar-color-1000-circle-cropped.png?1605771134,0.99,42.08,,0.59,42336899.92,42336942.41,,1.14,-12.87,-0.56,-0.56,-0.26,0.25,-0.29,0.0,0.0,71.32,1.0,,,,,,,,,,,,,,,,,,,
464,zignaly,zig,Zignaly,https://assets.coingecko.com/coins/images/14796/large/zignaly.jpg?1618496339,0.005825,42.06,147.94,0.36,0.0,2000000000.0,2000000000.0,0.224179,-97.39,-0.07,-1.76,-0.37,-26.7,-81.24,0.0,0.0,116.83,0.0,,,,,,,,,,,,,,,,,,,
465,metadium,meta,Metadium,https://assets.coingecko.com/coins/images/5247/large/META_Logo_black.png?1548833790,0.0248,41.99,,0.69,1687369624.0,2000000000.0,,0.452667,-94.5,-4.26,-5.3,-15.58,-0.82,-52.28,0.0,0.0,60.86,0.84,,,,,,,,,,,,,,,,,,,
466,truefi,tru,TrueFi,https://assets.coingecko.com/coins/images/13180/large/truefi_glyph_color.png?1617610941,0.0396,41.96,47.51,2.97,1058216800.74,1198450773.16,1198450773.16,1.017,-96.1,-2.64,-8.77,-33.56,13.53,-59.98,0.0,0.01,14.13,0.88,166,TrueFi,TRU,truefi,Ethereum,Uncollateralized Lending,truefi,1.39,-0.12254199134068244,-3.7945423051452565,4.115475590592325,,,,,,,30.19,
467,bitcicoin,bitci,Bitcicoin,https://assets.coingecko.com/coins/images/13816/large/output-onlinepngtools.png?1677223264,0.005469,41.78,545.85,1.33,7654450322.0,20817970797.0,100000000000.0,0.120568,-95.46,-4.43,7.88,25.66,26.99,-0.5,0.0,0.0,31.41,0.37,,,,,,,,,,,,,,,,,,,
468,wanchain,wan,Wanchain,https://assets.coingecko.com/coins/images/3482/large/wanchain-logo.png?1547038221,0.212,41.69,44.53,0.8,196604081.85,210000000.0,210000000.0,9.84,-97.84,-5.99,4.15,-13.05,48.52,-7.41,0.0,0.0,52.11,0.94,,,,,,,,,,,,wanchain,7.41,WAN,2606,Wanchain,888,,5.63
469,bakerytoken,bake,BakerySwap,https://assets.coingecko.com/coins/images/12588/large/bakerytoken_logo.jpg?1600940032,0.1449,41.67,40.02,4.34,288705258.29,277237400.0,277237400.0,8.38,-98.28,-6.61,-0.87,-17.66,-16.59,-59.55,0.0,0.01,9.6,1.04,602,BakerySwap,BAKE,bakerytoken,Binance,Dexes,bakeryswap,8.41,-0.15701165964068764,-2.287729698817742,1.756417770410863,,,,,,,4.95,
470,dawn-protocol,dawn,Dawn Protocol,https://assets.coingecko.com/coins/images/11555/large/dawn_protocol.png?1591060256,0.5566,41.44,,1.16,74464266.1,76588156.83,,9.63,-94.22,-2.8,-4.19,-18.3,-14.03,-51.9,0.0,0.0,35.72,0.97,,,,,,,,,,,,,,,,,,,
471,utrust,utk,Utrust,https://assets.coingecko.com/coins/images/1824/large/300x300_logo.png?1570520533,0.0877,41.22,43.86,1.67,470000000.0,500000000.0,500000000.0,1.18,-92.6,-3.3,-23.84,-18.92,-9.16,-53.96,0.0,0.0,24.68,0.94,,,,,,,,,,,,,,,,,,,
472,saitama-inu,saitama,Saitama,https://assets.coingecko.com/coins/images/16353/large/SOIKDUWf_400x400.jpeg?1661170022,0.000922,41.19,92.13,0.59,44711832656.8,44812981146.0,100000000000.0,0.00433786,-78.76,-1.03,4.21,-30.72,-9.58,18686077.11,0.0,0.0,69.81,1.0,2863,SaitaSwap,SAITAMA,saitama-inu,Multi-Chain,Dexes,saitaswap,1.39,-0.16000876107209194,-4.916949775178253,-2.0002366252164023,,,,,,,29.63,
473,perpetual-protocol,perp,Perpetual Protocol,https://assets.coingecko.com/coins/images/12381/large/60d18e06844a844ad75901a9_mark_only_03.png?1628674771,0.5676,41.06,84.82,3.37,72609864.24,150000000.0,150000000.0,24.4,-97.68,-3.78,-2.89,-13.56,39.82,-55.94,0.0,0.01,12.18,0.48,362,Perpetual Protocol,PERP,perpetual-protocol,Multi-Chain,Derivatives,perpetual-protocol,20.59,0.05598877020101156,0.3583412352196973,1.6932011970385048,,,,,,,1.99,
474,premia,premia,Premia,https://assets.coingecko.com/coins/images/13962/large/apple-touch-icon.png?1623679482,0.6462,40.96,64.63,0.03,63374896.36,100000000.0,100000000.0,5.79,-88.84,-2.5,3.22,-7.16,-6.88,-17.71,0.0,0.0,1365.33,0.63,381,Premia,PREMIA,premia,Multi-Chain,Options,premia,7.96,-0.12854097372520812,-1.058504217091368,-1.7766928039334005,,,,,,,5.15,
475,kwenta,kwenta,Kwenta,https://assets.coingecko.com/coins/images/27409/large/kwenta.png?1668768595,335.95,40.74,209.61,0.75,121246.62,623864.24,,790.99,-57.45,-9.03,6.26,-31.28,,,0.0,0.0,54.32,0.19,2981,Kwenta,KWENTA,kwenta,Optimism,Derivatives,kwenta,0.0,,,,,,,,,,,
476,ethos,vgx,Voyager VGX,https://assets.coingecko.com/coins/images/794/large/Voyager-vgx.png?1575693595,0.1385,40.65,,5.46,293340311.72,293340311.72,,12.47,-98.89,-3.56,-3.81,-40.53,-57.22,-83.16,0.0,0.01,7.45,1.0,1210,Voyager,VGX,ethos,Ethereum,Services,voyager,0.0,,,,,,,,,,,
